,"대여소
번호",보관소(대여소)명,소재지(위치),상세주소,위도,경도,"설치
시기",설치형태,거치대수,"운영
방식"
2182,2520.0,서초1교 (진흥아파트 방면),서초구,서초구 서초동 1323-13,37.49593353,127.02177429,2020-02-20 00:00:00.000,,20,QR
2183,2521.0,서초 크로바타워 앞,서초구,서초구 서초대로 347,37.49556351,127.0191803,2020-02-20 00:00:00.000,,13,QR
2184,2523.0,뉴코아 킴스클럽 앞,서초구,서초구 잠원로 51,37.51019287,127.00725555,2020-02-21 00:00:00.000,,10,QR
2185,2524.0,반포쇼핑타운 8동 앞,서초구,서초구 신반포로 219 반포쇼핑타운,37.50735092,127.00801849,2020-02-21 00:00:00.000,,15,QR
2186,2525.0,반포쇼핑타운 2동 앞,서초구,서초구 신반포로 165 ,37.5056076,127.00215912,2020-02-21 00:00:00.000,,20,QR
2187,2526.0,반포경남쇼핑 앞,서초구,서초구 신반포로 143 ,37.50478745,126.99992371,2020-02-21 00:00:00.000,,10,QR
2188,2527.0,반포중학교 앞(세화여고 맞은편),서초구,서초구 신반포로67,37.50296021,126.99359894,2020-02-21 00:00:00.000,,10,QR
2189,2529.0,우리은행 방배동지점 앞,서초구,서초구 방배로 183,37.48991776,126.99208069,2020-02-23 00:00:00.000,,12,QR
2190,2530.0,삼호3차아파트 앞,서초구,서초구 방배동 757-3,37.4977951,126.98706818,2020-02-23 00:00:00.000,,15,QR
2191,2531.0,멤피스아파트 앞,서초구,서초구 방배로 245,37.49420547,126.98935699,2020-02-23 00:00:00.000,,20,QR
2192,2532.0,국립국악원 앞,서초구,서초구 남부순환로 2364,37.47820282,127.00878143,2020-02-19 00:00:00.000,,13,QR
2193,2533.0,한가람미술관 앞,서초구,서초구 남부순환로 2406,37.48087692,127.01452637,2020-02-19 00:00:00.000,,10,QR
2194,2535.0,신반포역 3번출구 뒤,서초구,서초구 신반포로 ,37.50362396,126.99732208,2020-02-21 00:00:00.000,,10,QR
2195,2536.0,서초종합체육관 입구,서초구,서초구 원지동 28,37.45899582,127.0413208,2020-02-19 00:00:00.000,,10,QR
2196,2537.0,양재역 8번출구 앞,서초구,서초구 양재동,37.48257065,127.03643799,2020-02-20 00:00:00.000,,10,QR
2197,2538.0,사평리근린공원,서초구,서초구 잠원동 51,37.52026749,127.01525116,2020-02-20 00:00:00.000,,10,QR
2198,2539.0,대한무역투자진흥공사 KOTRA 앞,서초구,서초구 헌릉로 13,37.46540833,127.04377747,2020-02-19 00:00:00.000,,20,QR
2199,2540.0,반포천 앞,서초구,서초구 사평대로 108 ,37.49905014,126.99625397,2020-02-21 00:00:00.000,,10,QR
2200,2541.0,옛골 입구,서초구,청계산로 434,37.43097687,127.07033539,2020-02-19 00:00:00.000,,10,QR
2201,2542.0,신논현타워 앞,서초구,서초구 강남대로 479,37.50508881,127.02391052,2020-02-14 00:00:00.000,,10,QR
2202,2545.0,국립중앙도서관(국제회의장옆),서초구,반포동 산60-1,37.49721146,127.00427246,2020-02-21 00:00:00.000,,15,QR
2203,2547.0, 반포래미안 리오센트,서초구,서초구 잠원로 104-2 구두수선대,37.51832199,127.01480865,2020-05-28 00:00:00.000,,7,QR
2204,2548.0,반포1동 자율방범초소 옆,서초구,반포동 28-4,37.50847626,127.01676178,2020-06-15 00:00:00.000,,18,QR
2205,2549.0,LH 서초 4단지 403동,서초구,우면동 788,37.45924759,127.02390289,2020-06-15 00:00:00.000,,10,QR
2206,2550.0,양재동 꽃시장 건너편,서초구,양재동 351,37.46738434,127.04145813,2020-06-15 00:00:00.000,,10,QR
2207,4303.0, 매헌역 2번출구앞광역버스 정류장앞(22-297),서초구,강남대로18길25(삼덕빌딩) 앞,37.47171783,127.03888702,2021-02-19 00:00:00.000,,8,QR
2208,4304.0, 서울고앞,서초구,서초동1526-1,37.48339462,127.00736237,2021-02-19 00:00:00.000,,10,QR
2209,4305.0, 서일스포츠센터,서초구,서초동 1313-12,37.49801636,127.02222443,2021-02-18 00:00:00.000,,8,QR
2210,4306.0, 서래공원 앞,서초구,반포동63-6,37.50150681,127.003479,2021-02-22 00:00:00.000,,10,QR
2211,4307.0, 고투몰 gate 15옆,서초구,반포동20-45,37.50723267,127.00945282,2021-02-22 00:00:00.000,,10,QR
2212,4309.0, 서초케이타운앞,서초구,신원동 산63,37.45766449,127.05931854,2021-02-19 00:00:00.000,,5,QR
2213,4310.0, 염곡동(염통골) 입구,서초구,서울특별시 서초구 헌릉로 73 서초경찰서 염곡치안센터,37.46220779,127.04867554,2021-02-19 00:00:00.000,,6,QR
2214,4312.0, 반포미도2차아파트 옆,서초구,반포동60-1,37.50320435,127.00653076,2021-02-22 00:00:00.000,,10,QR
2215,4313.0, 반포종합운동장,서초구,반포동15-2,37.49979782,126.99646759,2021-02-19 00:00:00.000,,10,QR
2216,4314.0, 탑성마을 버스정거장 옆,서초구,염곡동 189-19,37.45916748,127.05544281,2021-02-19 00:00:00.000,,10,QR
2217,4315.0, 이투스교육 앞,서초구,서초동 1354-3,37.48389053,127.02905273,2021-02-19 00:00:00.000,,10,QR
2218,4316.0, 고속터미널역 3번출구,서초구,반포동 118-3,37.50365829,127.0059433,2021-02-19 00:00:00.000,,25,QR
2219,4317.0, 양재근린공원,서초구,양재동 310-6,37.47039795,127.0424118,2021-02-19 00:00:00.000,,5,QR
2220,4318.0, 방배역 2번 출구,서초구,방배동 981-16,37.48116684,126.99758911,2021-02-19 00:00:00.000,,5,QR
2221,4319.0, 삼성전자R&D어린이집 뒤,서초구,서초구 성촌 1길 20,37.46559143,127.02184296,2020-12-22 00:00:00.000,,7,QR
2222,4320.0, 신영체르니 아파트,서초구,서울 서초구 논현로27길 57,37.47901154,127.04144287,2020-12-14 00:00:00.000,,11,QR
2223,4323.0, 내곡도서관,서초구,신원동 328,37.45199966,127.05391693,2021-07-13 00:00:00.000,,10,QR
2224,4322.0,서울추모공원 입구,서초구,서초구 원지동 산83-9(추모공원내),37.45429993,127.04283142,2021-06-23 00:00:00.000,,15,QR
2225,4324.0, 세화고등학교,서초구,서초구 반포동 753,37.50209427,126.99147034,2021-10-01 00:00:00.000,,5,QR
2226,4327.0, 몽마르뜨공원입구,서초구,서초구 동광로 몽마르뜨공원 입구,37.4928894,127.0026474,2021-11-05 00:00:00.000,,11,QR
2227,4329.0, SC제일은행 양재동지점 앞,서초구,강남대로 251 해동빌딩앞,37.48573685,127.03315735,2021-11-05 00:00:00.000,,8,QR
2228,4332.0, 이수교차로,서초구,서초구 방배동 752-37,37.49817276,126.98448181,2022-06-09 00:00:00.000,,5,QR
2229,4333.0, 서울고등학교 건너편,서초구,서초구 서초동 1487-1,37.48285294,127.00597382,2022-09-28 00:00:00.000,,5,QR
2230,4334.0, 인재개발원 데이터센터,서초구,서초구 서초동 391,37.4801178,127.02180481,2022-10-14 00:00:00.000,,7,QR
2231,4336.0,서울교육청 교육연수원 앞,서초구,서초구 방배동 490-4,37.473423,126.99777222,2022-12-05 00:00:00.000,,10,QR
2232,4337.0,우면산등산로입구,서초구,서초구 방배동 산 33-2,37.47691727,127.00611115,2022-12-05 00:00:00.000,,10,QR
2233,4338.0,새정이마을 버스정류장 앞,서초구,서초구 새정길 4,37.43474579,127.06594849,2023-03-02 00:00:00.000,,5,QR
2234,4340.0,방배래미안아트힐아파트 앞,서초구,서초구 남부순환로 2311-12,37.47730637,127.00592041,2023-03-23 00:00:00.000,,5,QR
2235,4341.0,영동1교 북단,서초구,서초구 양재동 105-20,37.47555923,127.03826141,2023-03-23 00:00:00.000,,5,QR
2236,4343.0,헌인릉 입구,서초구,서초구 내곡동 1-3244,37.46066284,127.08129883,2023-08-18 00:00:00.000,,5,QR
2237,2301.0, 현대고등학교 건너편,강남구,서울특별시 강남구 압구정로 134,37.52407074,127.02178955,2017-06-13 00:00:00.000,10,,LCD
2238,2302.0, 교보타워 버스정류장(신논현역 3번출구 후면),강남구,서울특별시 강남구 봉은사로 지하 102,37.5055809,127.02427673,2017-06-13 10:32:39.000,10,,LCD
2239,2303.0, 논현역 10번출구,강남구,서울특별시 강남구 학동로 지하 102,37.51137161,127.02146149,2017-06-13 10:33:37.000,15,,LCD
2240,2304.0, 대현그린타워,강남구,서울특별시 강남구 언주로 626,37.5116272,127.03565216,2017-06-13 10:36:12.000,10,10,QR
2241,2305.0, MCM 본사 직영점 앞,강남구,서울특별시 강남구 언주로 734,37.52064133,127.03450775,2017-06-13 10:37:41.000,6,,LCD
2242,2306.0, 압구정역 2번 출구 옆,강남구,서울특별시 강남구 압구정로 지하 172,37.5271225,127.02871704,2017-06-13 10:38:57.000,26,,LCD
2243,2307.0, 압구정 한양 3차 아파트,강남구,서울특별시 강남구 압구정로 321,37.52838135,127.03901672,2017-06-13 10:40:39.000,10,,LCD
2244,2308.0, 압구정파출소 앞,강남구,서울특별시 강남구 압구정로 311,37.52930069,127.03559875,2017-06-13 10:41:51.000,14,,LCD
2245,2309.0, 청담역(우리들병원 앞),강남구,서울특별시 강남구 학동로 443,37.51890182,127.04938507,2017-06-13 09:42:11.000,10,,LCD
2246,2310.0, 청담동 맥도날드 옆(위치),강남구,서울특별시 강남구 학동로 지하 508,37.52361298,127.04017639,2017-06-13 10:42:56.000,10,,LCD
2247,2311.0, 학동로 래미안 아파트 앞,강남구,서울특별시 강남구 학동로 지하 508,37.51777267,127.04302216,2017-06-13 09:46:25.000,6,,LCD
2248,2312.0, 청담역 13번 출구 앞,강남구,서울특별시 강남구 영동대로 703,37.52058029,127.05632782,2017-06-13 10:44:15.000,10,,LCD
2249,2313.0, 금원빌딩 앞,강남구,서울특별시 강남구 도산대로 539,37.52511597,127.05246735,2017-06-13 10:45:57.000,10,,LCD
2250,2314.0, 청담나들목입구,강남구,서울특별시 강남구 영동대로128길 59,37.52101517,127.06015015,2017-06-13 10:57:11.000,10,,LCD
2251,2315.0, 봉은사역 5번출구 옆,강남구,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.06111908,2017-06-13 10:58:38.000,10,,LCD
2252,2316.0, 삼성역 8번출구,강남구,서울특별시 강남구 영동대로 502,37.50957489,127.0634079,2017-06-13 10:59:54.000,20,,LCD
2253,2317.0, 삼성도로공원,강남구,서울특별시 강남구 영동대로112길 66,37.51588821,127.06620026,2017-06-13 09:43:39.000,10,,LCD
2254,2318.0, 삼성중앙역4번출구(문화센터더 리빌),강남구,서울특별시 강남구 봉은사로 531,37.51357651,127.05503082,2017-06-13 14:25:24.000,16,,LCD
2255,2319.0, 포스코사거리 서측(수협 삼성동 지점),강남구,서울특별시 강남구 테헤란로 435,37.50660706,127.05467987,2017-06-13 14:26:25.000,10,,LCD
2256,2320.0, 도곡역 대치지구대 방향,강남구,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.05696869,2017-06-13 14:27:28.000,10,,LCD
2257,2321.0, 학여울역 사거리,강남구,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.06944275,2017-06-13 14:28:40.000,10,,LCD
2258,2322.0, 삼성역 3번 출구,강남구,서울특별시 강남구 테헤란로 534,37.50809097,127.06310272,2017-06-13 14:39:46.000,15,,LCD
2259,2323.0, 주식회사 오뚜기 정문 앞,강남구,서울특별시 강남구 영동대로 308,37.50221252,127.06720734,2017-06-13 14:53:44.000,10,,LCD
2260,2324.0, 천주교 대치 2동 교회 옆,강남구,서울특별시 강남구 도곡로 540,37.50043869,127.06622314,2017-06-13 14:55:09.000,10,,LCD
2261,2325.0, 대치삼성아파트 앞 교차로,강남구,서울특별시 강남구 도곡로 447,37.4986496,127.05931854,2017-06-13 14:56:18.000,10,,LCD
2262,2326.0, 대치동 삼성로,강남구,서울특별시 강남구 삼성로 350,37.50239563,127.05879974,2017-06-13 14:58:47.000,10,,LCD
2263,2327.0, 뱅뱅사거리 랜드마크타워 앞,강남구,서울특별시 강남구 강남대로 308,37.49055099,127.03146362,2017-06-13 15:00:33.000,15,,LCD
2264,2328.0, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,강남구,서울특별시 강남구 언주로 506,37.50321198,127.04273224,2017-06-13 15:04:48.000,10,,LCD
2265,2329.0, 르네상스호텔사거리 역삼지하보도 2번출구,강남구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,2017-06-13 15:21:24.000,10,,LCD
2266,2330.0, 역삼월드메르디앙아파트 앞,강남구,서울특별시 강남구 도곡로 183,37.49219894,127.03945923,2017-06-13 15:22:44.000,10,,LCD
2267,2331.0, 동영문화센터앞,강남구,서울특별시 강남구 언주로 337,37.49805069,127.04460144,2017-06-13 15:24:47.000,10,,LCD
2268,2332.0, 선릉역3번출구,강남구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,2017-06-13 15:24:47.000,8,,LCD
2269,2333.0, 양재역 3번출구 주변,강남구,서울특별시 강남구 강남대로 240,37.48515701,127.03407288,2017-06-13 15:27:03.000,15,,LCD
2270,2334.0, 삼호아파트 2동 ( 간선도로),강남구,서울특별시 강남구 선릉로 지하 228,37.49375916,127.04589844,2017-06-13 15:59:59.000,12,,LCD
2271,2335.0, 3호선 매봉역 3번출구앞,강남구,서울특별시 강남구 남부순환로 2748,37.48676682,127.04676056,2017-06-13 16:01:23.000,15,15,QR
2272,2336.0, 강남세브란스교차로 래미안그레이튼 104동 앞,강남구,서울특별시 강남구 선릉로 지하 228,37.49423599,127.04746246,2017-06-13 16:02:19.000,10,,LCD
2273,2337.0, 대모산입구역 2번출구 앞,강남구,서울특별시 강남구 영동대로 101,37.49207687,127.07197571,2017-06-13 09:38:26.000,10,,LCD
2274,2339.0, 현대아파트 정문 앞,강남구,서울특별시 강남구 언주로 107,37.48326111,127.0522995,2017-06-13 16:04:16.000,10,,LCD
2275,2340.0, 삼호물산버스정류장(23370) 옆,강남구,서울특별시 강남구 논현로 82,37.47750854,127.04517365,2017-06-13 16:05:38.000,15,17,QR
2276,2341.0, 일원역 4~5번 출구 사이,강남구,서울특별시 강남구 일원로 127,37.4833107,127.08493805,2017-06-13 16:07:03.000,10,,LCD
2277,2342.0, 대청역 1번출구 뒤,강남구,서울특별시 강남구 개포로 623,37.49400711,127.07951355,2017-06-13 16:08:21.000,15,,LCD
2278,2343.0, 세곡사거리 대왕파출소 앞,강남구,서울특별시 강남구 헌릉로 623,37.46531677,127.10772705,2017-06-13 09:22:18.000,10,,LCD
2279,2344.0, 리엔파크 2단지 앞,강남구,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,2017-06-13 09:23:37.000,10,,LCD
2280,2347.0, 두산건설 본사,강남구,서울특별시 강남구 언주로 726,37.518638609999996,127.03540039,2017-08-22 10:45:48.000,11,,LCD
2281,2348.0, 포스코사거리(기업은행),강남구,서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,2017-06-13 10:49:59.000,20,23,QR
2282,2349.0, 역삼빌딩 앞(하나은행 옆),강남구,서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,2017-08-21 19:12:01.000,12,,LCD
2283,2350.0, 래미안그레이튼102동앞,강남구,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,2017-08-21 19:38:47.000,9,,LCD
2284,2351.0, 청소년수련관(수영장)앞,강남구,서울특별시 강남구 광평로 144,37.48387909,127.0890274,2017-08-01 12:04:03.000,11,,LCD
2285,2352.0, 서울본부세관(건설회관 앞),강남구,서울특별시 강남구 언주로 721,37.51758957,127.03502655,2017-08-22 10:49:59.000,6,,LCD
2286,2353.0, 강남구청역 2번출구 뒤,강남구,서울특별시 강남구 학동로 342,37.51681137,127.04047394,2017-08-22 10:51:58.000,10,,LCD
2287,2354.0, 청담역 2번출구,강남구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,2017-08-21 14:47:27.000,5,,LCD
2288,2355.0, 삼성역 5~6번 출구 사이,강남구,서울특별시 강남구 봉은사로 524,37.50912094,127.06230927,2017-08-21 14:51:44.000,20,,LCD
2289,2356.0, 강남구청,강남구,서울특별시 강남구 학동로 지하 346,37.51807022,127.04711914,2017-08-21 14:49:06.000,10,10,QR
2290,2357.0, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),강남구,서울특별시 강남구 언주로89길 7,37.50166321,127.04297638,2017-08-25 15:54:57.000,10,,LCD
2291,2358.0, 구룡초사거리 (현대아파트10동 앞 ),강남구,서울특별시 강남구 개포로 303,37.48138428,127.05391693,2017-08-21 14:57:31.000,7,,LCD
2292,2359.0," 국립국악중,고교 정문 맞은편",강남구,서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,2017-08-21 15:00:13.000,10,,LCD
2293,2360.0, 도곡1동 주민센터 교차로,강남구,서울특별시 강남구 도곡로 205,37.4928093,127.04138947,2017-08-21 14:54:59.000,9,,LCD
2294,2362.0, 신사동 가로수길 입구,강남구,서울특별시 강남구 신사동 501-5,37.51763535,127.02245331,2017-11-01 16:00:00.000,10,,LCD
2295,2363.0, 강남 을지병원 교차로,강남구,서울특별시 강남구 도산대로 172 ,37.51913834,127.02751923,2017-11-01 16:00:00.000,15,,LCD
2296,2364.0, 도산공원교차로,강남구,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,2017-11-01 16:00:00.000,10,,LCD
2297,2365.0, K+ 타워 앞,강남구,서울특별시 강남구 도산대로 333 ,37.52330017,127.03847504,2017-11-01 16:00:00.000,15,,LCD
2298,2368.0, 도곡동 경남아파트 건너편,강남구,서울특별시 강남구 도곡동 874-1,37.48934174,127.04129791,2017-11-01 16:00:00.000,7,7,QR
2299,2369.0, KT선릉타워,강남구,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,2017-11-01 16:00:00.000,20,,LCD
2300,2370.0, 한티역 3번출구,강남구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,2017-11-01 16:00:00.000,10,,LCD
2301,2371.0, 한국우편사업진흥원,강남구,서울특별시 강남구 언주로 651,37.51474762,127.03513336,2017-11-01 16:00:00.000,6,,LCD
2302,2372.0, 대치역 사거리,강남구,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,2017-11-01 16:00:00.000,10,,LCD
2303,2373.0, 개포동역 사거리,강남구,서울특별시 강남구 개포동 181-3,37.48927689,127.06557465,2017-11-01 16:00:00.000,20,,LCD
2304,2375.0, 수서역 1번출구 앞,강남구,서울특별시 강남구 수서동 728,37.48735046,127.10099792,2017-11-01 16:00:00.000,14,,LCD
2305,2376.0, 수서역 6번출구 앞,강남구,서울특별시 강남구 수서동 740,37.48677826,127.10051727,2017-11-01 16:00:00.000,14,,LCD
2306,2377.0, 수서역 5번출구,강남구,서울특별시 강남구 수서동 724-4,37.48735046,127.10232544,2017-11-01 16:00:00.000,9,,LCD
2307,2380.0, 삼성동베이직하우스앞,강남구,서울특별시 강남구 봉은사로 456,37.51169586,127.04934692,2017-11-28 09:37:16.000,12,,LCD
2308,2381.0, 언주역 6번출구앞,강남구,서울특별시 강남구 논현로 566,37.50636673,127.03452301,2017-11-28 09:38:15.000,8,,LCD
2309,2382.0, 역삼동 sk뷰 501동앞,강남구,서울특별시 강남구 역삼로 315-1,37.50122833,127.05036163,2017-11-28 09:38:15.000,6,,LCD
2310,2383.0, 보금자리정원,강남구,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.09488678,2017-11-28 09:40:19.000,10,,LCD
2311,2384.0, 자곡사거리,강남구,서울특별시 강남구 밤고개로 206,37.47602844,127.10594177,2017-12-22 14:46:03.000,15,,LCD
2312,2385.0, 학동역,강남구,서울특별시 강남구 학동로 지하 180,37.51395035,127.03015137,2017-12-22 14:46:36.000,10,,LCD
2313,2386.0, 크린랩 본사,강남구,논현동 279-166,37.50958633,127.04090881,2018-07-04 00:00:00.000,10,10,QR
2314,2387.0, 래미안강남힐즈 사거리,강남구,서울특별시 강남구 자곡로 101,37.47245407,127.09607697,2018-02-26 11:47:31.000,10,,LCD
2315,2388.0, 강남구 도시관리공단,강남구,강남구 삼성동 111-61,37.51678467,127.05161285,2018-07-04 00:00:00.000,18,,LCD
2316,2389.0, 경기여자고등학교 후문 (삼성로3길 입구),강남구,강남구 개포동 198,37.48616028,127.06723785,2018-11-04 00:00:00.000,15,,LCD
2317,2390.0, 구룡마을 입구 (래미안블레스티지 아파트),강남구,강남구 개포동 146-1,37.48088074,127.06304169,2018-10-08 00:00:00.000,10,3,LCD
2318,2391.0, 구룡터널 입구(개포1단지아파트),강남구,강남구 개포동 146-1,37.47598648,127.05962372,2018-10-08 00:00:00.000,7,,LCD
2319,2392.0, 구룡산 입구 (구룡산 서울둘레길 입구),강남구,강남구 개포동 1277,37.47447205,127.05545044,2018-10-08 00:00:00.000,10,,LCD
2320,2393.0, 구룡사 앞 교차로 (보도육교),강남구,강남구 개포동 1277,37.47200012,127.0513382,2018-10-08 00:00:00.000,7,,LCD
2321,2394.0, 개포래미안포레스트아파트 107동 앞,강남구,강남구 개포로 264,37.48025131,127.05419159,2018-11-04 00:00:00.000,10,10,QR
2322,2396.0, 영동3교 북단(우성캐릭터 앞 보도),강남구,강남구 도곡동 466,37.48574066,127.05104828,2018-10-08 00:00:00.000,15,,LCD
2323,2398.0, 더라움,강남구,강남구 역삼동 801-7,37.50811005,127.0394516,2018-10-30 00:00:00.000,10,,LCD
2324,2401.0, 밀알학교 입구 (삼성서울병원 입구),강남구,강남구 일원동 128-10,37.48656082,127.08267212,2018-09-14 00:00:00.000,10,,LCD
2325,2403.0, 공무원연금매점 교차로 (개포주공9단지 입구),강남구,강남구 일원동 703-2,37.48871994,127.07453918,2018-10-08 00:00:00.000,10,,LCD
2326,2404.0, 대모산입구역 4번 출구 앞,강남구,강남구 일원동 700-1,37.49180984,127.07315826,2018-10-08 00:00:00.000,10,,LCD
2327,2405.0, 청담공원앞 교차로,강남구,강남구 삼성동 111-44,37.51871109,127.05084991,2018-10-08 00:00:00.000,14,,LCD
2328,2406.0, 논현동 광명빌딩 앞,강남구,강남구 논현동 279,37.5175705,127.02364349,2018-11-04 00:00:00.000,10,,LCD
2329,2407.0, 역삼서초삼성 세무서 앞 (역삼빌딩 앞,강남구,강남구 역삼동 804,37.49847031,127.03011322,2018-09-18 00:00:00.000,10,,LCD
2330,2408.0, 강남한양수자인아파트,강남구,강남구 자곡로 260,37.4773407,127.11327362,2018-10-02 00:00:00.000,14,,LCD
2331,2409.0, 역삼동 디오슈페리움 (우성아파트 사거리),강남구,강남구 역삼동 858(강남대로 342 앞 도로),37.49206161,127.03074646,2018-11-14 00:00:00.000,20,,LCD
2332,2410.0, 포스코피앤에스타워 (역삼역 3번출구 부근),강남구,강남구 역삼동 804(강남구 테헤란로 134 앞 보도),37.49959946,127.03375244,2018-11-14 00:00:00.000,10,10,QR
2333,2411.0, 세곡동 성당,강남구,강남구 율현동 165-2(강남구 밤고개로21길 50),37.47296906,127.11222839,2019-02-25 00:00:00.000,15,,LCD
2334,2412.0, 일원1동 주민센터,강남구,강남구 일원동 712-5 ,37.49170303,127.08822632,2018-11-14 00:00:00.000,15,,LCD
2335,2413.0,도곡역 1번 출구,강남구,남부순환로 2814,37.49095917,127.05498505,2020-02-18 00:00:00.000,,20,QR
2336,2414.0, 도곡역 아카데미스위트 앞,강남구,언주로30길 21,37.48897171,127.05182648,2020-02-18 00:00:00.000,,20,QR
2337,2415.0,한티역 롯데백화점 앞,강남구,선릉로 228,37.49667358,127.05342865,2020-02-14 00:00:00.000,,15,QR
2338,2416.0,한티역 6번 출구,강남구,선릉로 227,37.4958992,127.05219269,2020-02-14 00:00:00.000,,10,QR
2339,2417.0,선정릉 디캠프(D.CAMP)앞,강남구,선릉로 551,37.50799942,127.04524994,2020-02-14 00:00:00.000,,10,QR
2340,2418.0,봉은사역 7번 출구,강남구,봉은사로 601,37.51393509,127.05982208,2020-02-14 00:00:00.000,,10,QR
2341,2419.0,"봉은사역 1,2번 출구",강남구,봉은사로 601,37.51430893,127.05970001,2020-02-14 00:00:00.000,,13,QR
2342,2420.0,학여울역 사거리(LG베스트샵 앞),강남구,영동대로 202,37.49689484,127.07013702,2020-02-18 00:00:00.000,,20,QR
2343,2421.0, 신논현역 4번출구,강남구,봉은사로 110,37.504673,127.02579498,2020-02-14 00:00:00.000,,15,QR
2344,2422.0,수서동 성당 맞은편,강남구,광평로34길 202,37.48416901,127.09484863,2020-02-18 00:00:00.000,,10,QR
2345,2423.0,영희초교 사거리(래미안개포루체하임),강남구,개포로110길 50,37.4908371,127.08065033,2020-02-18 00:00:00.000,,10,QR
2346,2425.0,세곡동 사거리(대왕초등학교 정류장),강남구,헌릉로618길 8,37.46461868,127.10684967,2020-02-18 00:00:00.000,,20,QR
2347,2426.0,강남한신휴플러스 6단지,강남구,강남구 율현동 333-1,37.46829605,127.10469818,2020-02-18 00:00:00.000,,10,QR
2348,2427.0,개포고등학교 정문앞,강남구,강남구 개포로402,37.48485184,127.0583725,2020-02-18 00:00:00.000,,10,QR
2349,2429.0,압구정로데오역 6번출구,강남구,선릉로845,37.52745438,127.04042816,2020-02-14 00:00:00.000,,10,QR
2350,2430.0,강남파이낸스센터앞(역삼역2번출구),강남구,테헤란로152,37.50024414,127.03605652,2020-02-14 00:00:00.000,,10,QR
2351,2431.0,대치역 7번출구,강남구,남부순환로155,37.49411774,127.06290436,2020-02-18 00:00:00.000,,10,QR
2352,3603.0, 삼성역 2번출구,강남구,영동대로606앞,37.5082016,127.06396484,2021-02-23 00:00:00.000,,10,QR
2353,3604.0, 삼성중앙역 5번출구,강남구,삼성동145-1,37.51296234,127.05386353,2021-02-23 00:00:00.000,,15,QR
2354,3605.0, 봉은사역6번출구(현대아이파크타워앞),강남구,삼성동160,37.51390839,127.06072998,2021-02-23 00:00:00.000,,10,QR
2355,3606.0, 신사동주민센터 옆,강남구,압구정로 130,37.52422714,127.02285004,2021-02-24 00:00:00.000,,10,QR
2356,3609.0, 언주초등학교 입구,강남구,남부순환로2641,37.48536682,127.03849792,2021-02-24 00:00:00.000,,16,QR
2357,3610.0, 윗반마을 입구,강남구,세곡동 97-3,37.46534729,127.1088028,2021-02-23 00:00:00.000,,10,QR
2358,3611.0, 방죽마을 입구,강남구,율현동 264-5,37.47123337,127.10721588,2021-02-23 00:00:00.000,,16,QR
2359,3612.0, 은곡마을,강남구,세곡동 548(도담공원~행복공원 사이),37.46726227,127.09801483,2021-02-23 00:00:00.000,,10,QR
2360,3614.0, 은마아파트 입구 사거리,강남구,삼성로237(정성한줄 대치점 앞),37.49840164,127.06093597,2021-02-24 00:00:00.000,,10,QR
2361,3615.0, 서울 논현동우체국 앞,강남구,학동로212,37.51446152,127.0326004,2021-02-24 00:00:00.000,,10,QR
2362,3616.0, 역삼중학교 앞(체육관 방향),강남구,도곡로43길 10,37.49526215,127.04950714,2021-02-24 00:00:00.000,,10,QR
2363,3618.0, 서울율현초교 삼거리,강남구,밤고개로 231,37.47364044,127.10702515,2021-02-23 00:00:00.000,,10,QR
2364,3620.0, 청담역 11번 출구,강남구,학동로87길 7,37.51925659,127.0515976,2021-02-23 00:00:00.000,,10,QR
2365,3621.0, 휘문고교 사거리,강남구,영동대로 319,37.50286484,127.06594086,2021-02-23 00:00:00.000,,10,QR
2366,3622.0, 은마아파트입구 사거리(1),강남구,삼성로 312,37.49986649,127.0605011,2021-02-23 00:00:00.000,,7,QR
2367,3623.0, 일원에코파크 앞(개포로 방면),강남구,개포로 670,37.49587631,127.08650208,2021-02-24 00:00:00.000,,10,QR
2368,3624.0, 대모산입구역 7번 출구 앞,강남구,개포로 522(사진참고),37.49017715,127.07305908,2021-02-24 00:00:00.000,,10,QR
2369,3627.0, 압구정나들목,강남구,압구정동 507,37.53075027,127.04160309,2021-02-24 00:00:00.000,,10,QR
2370,3602.0, 한국지역난방공사강남지사,강남구,양재대로 781,37.49229431,127.09433746,2020-11-09 00:00:00.000,,5,QR
